28	461.14	377.1	1
29	461.14	377.1	1
30	461.14	377.89	1
31	458.77	377.89	1
32	461.14	379.47	1
33	461.14	377.1	1
34	461.14	377.1	1
35	461.14	377.1	1
36	458.77	377.1	1
37	458.77	377.1	1
38	456.39	377.1	1
39	456.39	377.1	1
40	455.6	379.47	1
41	455.6	379.47	1
42	455.6	379.47	1
43	454.02	377.89	1
44	454.02	377.89	1
45	454.02	379.47	1
46	454.02	379.47	1
47	454.02	377.1	1
48	454.02	377.1	1
49	454.02	377.1	1
50	454.02	377.1	1
51	454.02	377.1	1
52	454.02	377.1	1
53	454.02	375.52	1
54	454.02	375.52	1
55	454.02	374.73	1
56	454.02	374.73	1
57	454.02	373.15	1
58	454.02	372.36	1
59	454.02	372.36	1
60	454.02	372.36	1
61	454.02	370.77	1
62	454.02	370.77	1
63	454.02	370.77	1
64	456.39	370.77	1
65	456.39	370.77	1
66	456.39	369.98	1
67	456.39	369.98	1
68	456.39	369.98	1
69	456.39	369.98	1
70	455.6	369.98	1
71	457.98	369.98	1
72	457.98	368.4	1
73	457.98	366.03	1
74	457.98	369.98	1
75	457.98	369.98	1
76	456.39	372.36	1
77	456.39	372.36	1
78	456.39	372.36	1
79	456.39	374.73	1
80	455.6	369.98	1
81	454.02	369.98	1
82	454.02	369.98	1
83	451.65	370.77	1
84	446.12	369.98	1
85	439.01	367.61	1
86	432.68	369.98	1
87	429.52	369.98	1
88	423.2	373.15	1
89	420.04	374.73	1
90	411.35	375.52	1
91	408.18	381.84	1
92	404.23	381.84	1
93	398.7	387.37	1
94	393.96	391.32	1
95	391.59	391.32	1
96	384.47	393.69	1
97	382.89	393.69	1
98	374.99	396.86	1
99	367.88	403.18	1
100	363.92	398.44	1
101	356.81	398.44	1
102	356.02	403.97	1
103	352.07	406.34	1
104	349.7	412.66	1
105	344.17	415.03	1
106	337.05	415.03	1
107	332.31	417.4	1
108	325.2	417.4	1
109	318.88	417.4	1
110	314.92	417.4	1
111	311.76	415.82	1
112	303.07	415.82	1
113	300.7	411.08	1
114	296.75	412.66	1
115	290.42	412.66	1
116	292.79	412.66	1
117	292.79	413.45	1
118	288.84	412.66	1
119	288.84	410.29	1
120	284.89	410.29	1
121	281.73	407.92	1
122	275.41	406.34	1
123	270.66	408.71	1
124	269.87	408.71	1
125	265.13	408.71	1
126	263.55	408.71	1
127	258.81	410.29	1
128	254.86	410.29	1
129	246.95	411.08	1
130	242.21	410.29	1
131	235.89	410.29	1
132	231.15	410.29	1
133	230.36	407.92	1
134	224.82	406.34	1
135	216.13	406.34	1
136	210.6	408.71	1
137	207.44	408.71	1
138	204.28	410.29	1
139	199.53	410.29	1
140	198.74	410.29	1
141	190.05	410.29	1
142	178.99	411.08	1
143	175.82	410.29	1
144	170.29	411.08	1
145	163.97	411.08	1
146	160.81	413.45	1
147	156.07	415.03	1
148	148.95	412.66	1
149	144.21	413.45	1
150	145	415.82	1
151	142.63	415.82	1
