1	953.92	528.2	1
2	953.92	528.2	1
3	953.92	528.2	1
4	955.07	528.2	1
5	955.64	528.2	1
6	959.07	527.06	1
7	959.07	527.06	1
8	959.07	526.49	1
9	959.07	526.49	1
10	959.07	526.49	1
11	959.07	526.49	1
12	959.07	526.49	1
13	959.07	526.49	1
14	959.07	526.49	1
15	959.07	526.49	1
16	959.07	526.49	1
17	959.07	526.49	1
18	959.07	526.49	1
19	959.07	526.49	1
20	959.07	526.49	1
21	959.07	526.49	1
22	959.07	526.49	1
23	959.07	526.49	1
24	959.07	526.49	1
25	959.07	526.49	1
26	952.21	531.06	1
27	948.77	532.21	1
28	947.63	533.92	1
29	947.63	533.92	1
30	947.63	533.92	1
31	943.05	536.78	1
32	940.76	537.93	1
33	940.19	539.07	1
34	940.19	539.07	1
35	936.19	540.79	1
36	934.47	541.36	1
37	934.47	541.36	1
38	933.33	541.93	1
39	932.76	543.07	1
40	928.75	544.79	1
41	927.61	544.79	1
42	927.61	544.79	1
43	926.46	545.36	1
44	926.46	545.36	1
45	924.75	546.51	1
46	922.46	547.08	1
47	922.46	547.08	1
48	919.6	548.79	1
49	917.88	549.37	1
50	917.88	549.37	1
51	917.88	549.37	1
52	917.88	549.37	1
53	917.31	549.37	1
54	916.74	550.51	1
55	915.02	550.51	1
56	913.88	551.08	1
57	912.16	552.23	1
58	911.59	552.23	1
59	909.3	552.8	1
60	906.44	553.37	1
61	905.87	554.51	1
62	904.15	555.09	1
63	903.58	555.09	1
64	901.87	556.23	1
65	901.87	556.23	1
66	901.29	556.23	1
67	900.15	556.8	1
68	900.15	556.8	1
69	900.15	556.8	1
70	896.72	557.38	1
71	896.72	557.38	1
72	896.72	557.38	1
73	896.15	557.38	1
74	895.57	558.52	1
75	893.86	558.52	1
76	892.14	559.09	1
77	889.85	560.24	1
78	888.71	560.24	1
79	886.99	560.81	1
80	884.13	561.95	1
81	880.7	563.1	1
82	880.13	563.1	1
83	878.99	563.1	1
84	878.99	564.24	1
85	877.27	564.24	1
86	876.7	564.24	1
87	874.98	564.81	1
88	873.26	565.96	1
89	871.55	565.96	1
90	869.26	566.53	1
